proxy_id,block,proxy,temperature_indicator,definition,HR_climate,lo_climate,hi_climate,P_climate,HR_effort,lo_effort,hi_effort,P_effort,HR_interaction,lo_interaction,hi_interaction,P_interaction,AIC,dAIC,sd_prov_year,ecological_rationale,interpretation
P1,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Thermal displacement, annual mean (MAIN MODEL)",tavg_annual,"x = [T(p,t) - T_base(p)] - [N(s,t) - N_base(s)], 15-yr trailing mean",1.36164754167317,1.21629159022553,1.52437461760366,8.33903878612454e-08,1.4038169859134,1.24527316128327,1.58254605592572,2.89651690863056e-08,0.84924794872335,0.760651657734799,0.948163421556983,0.00365005267236242,8313.15361099188,0,0.804,"NOT a 'warmer is better' variable. It measures how far the target province's thermal conditions have moved relative to the species' OWN historical climate, so a positive value means the province has moved up relative to what that species was accustomed to. Its primary virtue is identifiability rather than mechanism: 39% of its variation is within province-years, i.e. purely between species, which is what allows it to be separated from the observation process. Absolute provincial warming (dT) has 0% within province-year variation and is therefore perfectly confounded with the province-year random intercept - it cannot be estimated in the main structure at all.","HR 1.362 per 0.179 degC. Because a record requires both arrival and detection, this is the ecological factor multiplying the detection factor, not competing with it. The symmetry the variable imposes (beta_dT = -beta_dN) is rejected by the data (P1a, P1b): x should be read as an identifiable composite, not as a pure mechanism."
P2,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)",Thermal displacement + heat-exposure moderation,tavg_annual x tmax_warm,P1 plus an interaction with accumulated heat exposure (P4),1.3013402340228,1.15832851205603,1.46200873677934,9.22717857018799e-06,1.40489662059883,1.24647984416718,1.58344679523376,2.55564203029998e-08,0.854109601027297,0.765979301551394,0.952379795497728,0.00453801288252909,8306.80936371881,-6.34424727306941,0.791,"This is where the 'track the climate to somewhere still suitable' expectation actually enters the model, and it enters as a BOUND rather than as a direction. Upward movement of a province's thermal conditions helps only while the province remains inside the conditions the species is known to occupy; once it has passed the warm end of them, further warming no longer opens a colonisation window.","Climate HR is the warming effect at MEAN exposure. Moderation 0.906 (0.838-0.980, P = 0.014): warming multiplies the hazard by 1.508 at 1.5 SD below mean exposure and by 1.123 (n.s.) at 1.5 SD above it. Best-fitting specification of the eight, and the only one that improves on the main model."
P3,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Thermal displacement, warmest-month maximum",tmax_warm,Same construction as P1 on warmest-month maximum temperature,1.29871602704989,1.16413015918503,1.4488614572936,2.83111941921862e-06,1.38878789940024,1.23034983765127,1.56762879182597,1.07119563855105e-07,0.982756692711579,0.885264211216829,1.09098583771037,0.744187772355585,8319.97098685192,6.81737586004056,0.837,A seasonal extreme constrains breeding heat load and water balance but does not describe the year-round envelope a range boundary sits in. It is the right variable for locating a province relative to a thermal limit (P4) and the wrong one for measuring how much a province has moved.,"Main effect survives (1.30); the climate x effort interaction vanishes. The interaction follows the underlying indicator rather than the transformation: present in all four proxies built on annual mean temperature, absent in both built on this one. Since the interaction is where the two processes stop being purely multiplicative, its absence here means this indicator's signal is spatially orthogonal to survey intensity."
P4,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)",Heat exposure,tmax_warm,"E = Tmax(p,t) - Tmax_base(s), 15-yr trailing mean; positive = past the warm end",0.822798319191876,0.72972830422407,0.927738543436158,0.00144908813392742,1.40056746904858,1.23921106566786,1.58293392441581,6.87792930731606e-08,1.01905347846654,0.91847312911359,1.13064820195335,0.721847084514444,8335.20195145048,22.0483404585993,0.827,"A POSITION, not a rate of change: how far the destination now sits beyond the warm end of the species' historical envelope. This is the variable that expresses 'too hot to be suitable' directly.","The only proxy with a negative main effect (0.823): the further past the warm end, the lower the hazard - consistent with unsuitability rather than with attraction. As a stand-alone climate term it fits poorly (dAIC 22.0) because a position carries no information about change. Its role is as the moderator in P2."
P5,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Niche proximity, level",tavg_annual,"-|T(p,t) - N(s,t)|, 15-yr trailing mean; 0 = province matches the range mean",0.943078761742788,0.86670965311465,1.02617704516631,0.173753148067585,1.38310626832387,1.22743110447021,1.55852572295898,1.0169717283325e-07,0.9160841667937,0.842952882625841,0.995560034193043,0.0389389189123462,8338.42633011905,25.2727191271697,0.829,Encodes a symmetric optimum: equally penalised for being colder or hotter than the species' range mean. This is the textbook unimodal niche expectation.,"No signal (0.943, P = 0.17); a quadratic term is also null (0.965, P = 0.34). Two reasons, and they matter for interpretation. First the constraint is one-sided, not symmetric - only the warm end binds (P4). Second, the range MEAN is not the niche centre: a province warmer than a species' range average may still lie well inside the range of conditions that species occupies, so |gap| mislabels it as unsuitable."
P6,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Niche tracking, change",tavg_annual,"-|T(p,t) - N(s,t)| + |T_base(p) - N_base(s)|, 15-yr trailing mean",1.05967863916923,0.974982443116963,1.15173234783762,0.172607239370313,1.39959244821771,1.24217311187222,1.57696137711082,3.34572953860472e-08,1.11985623383929,1.02104714349934,1.22822730806605,0.0163076256472632,8336.64607346334,23.4924624714604,0.825,"The direct operationalisation of climate-niche tracking: does the province's climate converge on the conditions this species already experiences? Same series, same window and same construction as P1, differing ONLY in whether the response is assumed monotone or peaked, which makes the pair a clean test of that assumption.","No signal (1.060, P = 0.17), dAIC 23.5, so convergence on the range mean does not predict where records appear. This does not refute niche tracking as a process; it shows that at provincial resolution over 23 years, tracking is not detectable as movement toward a range-mean temperature. Its positive interaction (1.120) reverses the sign of every other proxy and holds at only two of four windows; not interpreted."
P7,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Thermal displacement, coldest-month minimum",tmin_cold,Same construction as P1 on coldest-month minimum temperature,1.07685056806329,0.978576276481957,1.18499413260568,0.129406497340597,1.37689427423961,1.22206353740633,1.55134146826562,1.48018418121614e-07,1.03691456972192,0.941939458314931,1.14146595666036,0.459540815955233,8341.64292048875,28.4893094968702,,Winter cold extremes set the overwintering limit for many resident and partially migratory birds and are the classic driver of poleward expansion in the northern-hemisphere literature.,"No signal here (1.077, P = 0.13). Chinese provincial records are generated across the whole latitudinal span rather than only at cold margins, so relaxation of a winter limit does not discriminate event from non-event cells."
P8,"A. Aligned comparison (identical row set, structure, effort proxy, offset, window)","Thermal displacement, winter mean",tavg_winter,Same construction as P1 on winter mean temperature,1.02809734449938,0.932754021317353,1.13318637669755,0.576811113443906,1.38098502129062,1.22567114275027,1.55597987299406,1.13970405328177e-07,1.03925491632687,0.938977800660955,1.15024101778478,0.457018988360908,8344.5136730453,31.3600620534198,,"A milder version of P7: mean winter conditions rather than the annual cold extreme, relevant to overwintering survival and passage timing.","No signal (1.028, P = 0.58) and the worst fit of the eight. P7 and P8 together show the result is not a generic 'any warming' effect: it is specific to the year-round thermal regime, which is the scale at which a range boundary is set."
P1a,B. Mechanism diagnostic (different random structure; AIC not comparable with block A),"Destination warming, dT (pull)",tavg_annual,"dT(p,t) = T(p,t) - T_base(p), 15-yr trailing mean; entered jointly with dN",1.9768038940582,1.65644602202836,2.35911921281838,4.20197274016787e-14,1.14474389016902,0.989531422334191,1.32430213382019,0.0689975492986155,0.810030763408047,0.717033266946235,0.915089812306607,0.000708852335971145,8371.69346976651,,,"The pull end: the destination's own thermal conditions moving upward, making it occupiable. Not identifiable in the main structure because dT is constant within a province-year and so is perfectly confounded with the province-year random intercept; estimated here only after that level is dropped.","HR 1.977 (1.656-2.359), by far the strongest climate effect in the study - but read it with the caveat that dropping the province-year level also lets dT absorb observation heterogeneity: survey effort falls from 1.404 to 1.145 (P = 0.069) in the same model. What is safe to conclude is the DIRECTION and the RANKING, not this magnitude."
P1b,B. Mechanism diagnostic (different random structure; AIC not comparable with block A),"Source warming, dN (push)",tavg_annual,"dN(s,t) = N(s,t) - N_base(s), 15-yr trailing mean; entered jointly with dT",0.851627874456108,0.752768043282947,0.963470810194871,0.0107382690973057,1.14474389016902,0.989531422334191,1.32430213382019,0.0689975492986155,1.05757020326686,0.950001741207679,1.17731861566493,0.306411496907726,8371.69346976651,,,"The push end: accumulated warming of the species' OWN range, which under a climate-tracking model should displace populations outward and raise the chance of appearing somewhere new.","The push hypothesis is not supported. Entered alone in the main structure, source warming has no effect whatever (1.001, P = 0.99). Entered jointly with dT, its coefficient is significantly NEGATIVE (0.852, 0.753-0.963, P = 0.011). The symmetry that x imposes is rejected: freeing the two ends improves AIC by 34.9 under a common structure, and the two log-hazard-ratios differ by a factor of 4.2 (+0.681 vs -0.161). Records are generated where the destination has become occupiable, not where the source has become uncomfortable."
